일련번호,상호명,지번주소
23477,전남대학교 치의학전문대학원,광주광역시 북구 용봉동 300
23478,전남대학교 경영전문대학원,광주광역시 북구 용봉동 300
23479,전남대학교 식물방역대학원,광주광역시 북구 용봉동 300
23480,전남대학교 산업대학원,광주광역시 북구 용봉동 300
23481,전남대학교 교육대학원,광주광역시 북구 용봉동 300
23482,전남대학교,광주광역시 북구 용봉동 300
23483,한국폴리텍 V 대학 광주캠퍼스,광주광역시 북구 운암동 237-35
23484,서영대학교,광주광역시 북구 운암동 산 152
23485,광주교육대학교 교육대학원,광주광역시 북구 풍향동 1-1
23486,광주교육대학교,광주광역시 북구 풍향동 1-1
23487,동강대학교,광주광역시 북구 두암동 771
23488,광신대학교 신학대학원,광주광역시 북구 본촌동 132-1
23489,광신대학교 사회복지대학원,광주광역시 북구 본촌동 132-1
23490,광신대학교 음악대학원,광주광역시 북구 본촌동 132-1
23491,광신대학교 상담치료대학원,광주광역시 북구 본촌동 132-1
23492,광신대학교,광주광역시 북구 본촌동 132-1
23493,광신대학교 국제대학원,광주광역시 북구 본촌동 132-1
23494,광신대학교 대학원,광주광역시 북구 본촌동 132-1
23495,광주과학기술원,광주광역시 북구 오룡동 1
23496,광주과학기술원 일반대학원,광주광역시 북구 오룡동 1
23497,호남대학교 교육대학원,광주광역시 광산구 서봉동 9
23498,호남대학교 사회융합대학원,광주광역시 광산구 서봉동 11
23499,호남대학교,광주광역시 광산구 서봉동 61-1
23500,호남대학교 일반대학원,광주광역시 광산구 서봉동 9
23501,남부대학교,광주광역시 광산구 월계동 864-1
23502,남부대학교 교육대학원,광주광역시 광산구 월계동 864-1
23503,남부대학교 문화복지대학원,광주광역시 광산구 월계동 864-1
23504,남부대학교 일반대학원,광주광역시 광산구 월계동 864-1
23505,광주보건대학교,광주광역시 광산구 신창동 683-3
23506,광주여자대학교,광주광역시 광산구 산정동 산 105-1
23507,광주여자대학교 사회개발대학원,광주광역시 광산구 산정동 산 105-1
23508,광주여자대학교 교육대학원,광주광역시 광산구 산정동 산 105-1
23509,광주여자대학교 일반대학원,광주광역시 광산구 산정동 산 105-1
25873,조선대학교 보건대학원,광주광역시 동구 서석동 300
25874,조선대학교 정책대학원,광주광역시 동구 서석동 291
25875,조선대학교 교육대학원,광주광역시 동구 서석동 375
25876,조선대학교,광주광역시 동구 서석동 375
25877,조선이공대학교,광주광역시 동구 서석동 240
25878,조선대학교 대학원,광주광역시 동구 서석동 243
25879,조선대학교 임상약학대학원,광주광역시 동구 서석동 300
25880,조선대학교 산업기술창업대학원,광주광역시 동구 서석동 300
25881,조선대학교 경영대학원,광주광역시 동구 서석동 1008-15
25882,조선대학교 디자인대학원,광주광역시 동구 서석동 산 92
25883,조선간호대학교,광주광역시 동구 서석동 280
25884,광주대학교,광주광역시 남구 진월동 592-1
25885,광주대학교 보건상담정책대학원,광주광역시 남구 진월동 592-1
25886,광주대학교 일반대학원,광주광역시 남구 진월동 592-1
25887,광주대학교 사회복지전문대학원,광주광역시 남구 진월동 592-1
25888,송원대학교 휴먼산업대학원,광주광역시 남구 송하동 417-2
25889,송원대학교,광주광역시 남구 송하동 365-13
25890,호남신학대학교,광주광역시 남구 양림동 108
25891,호남신학대학교 상담대학원,광주광역시 남구 양림동 108
25892,호남신학대학교 신학대학원,광주광역시 남구 양림동 108
25893,호남신학대학교 교회음악대학원,광주광역시 남구 양림동 108
25894,호남신학대학교 대학원,광주광역시 남구 양림동 108
25895,기독간호대학교,광주광역시 남구 양림동 67-1
25896,호남신학대학교 사회복지대학원,광주광역시 남구 양림동 108
25897,전남대학교 법학전문대학원,광주광역시 북구 용봉동 300
25898,전남대학교 정책대학원,광주광역시 북구 용봉동 300
25899,전남대학교 데이터사이언스대학원,광주광역시 북구 용봉동 300
25900,전남대학교 문화전문대학원,광주광역시 북구 용봉동 300
27412,광주광역정신건강복지센터,광주광역시 동구 학동 67
27413,광주광역자살예방센터,광주광역시 동구 학동 67
27416,남구정신건강복지센터,광주광역시 남구 봉선동 1096-1
27418,광산구정신건강복지센터,광주광역시 광산구 송정동 1352
